k,a,ref,res,ratio
4,0.3,2500,25366516.76,0.9562868804157911
4,0.3,5000,25774619.84,1.0160882585441737
4,0.3,7500,25944686.68,1.006598228841229
4,0.3,10000,26157198.13,1.0081909430096845
