ref,k,a,res,ratio
7500,5,0,24660646.02,0.9176384880918158
7500,5,0.01,26546305.45,1.0764643159984826
7500,5,0.1,25860885.22,0.9741802025411411
7500,5,0.3,25775444.81,0.9966961529246523
7500,5,0.5,25768347.69,0.9997246557701598
7500,5,1,25778460.56,1.0003924531802217
