ref,k,a,res,ratio
10000,5,0,24278212.95,0.9072611971907991
10000,5,0.01,26689148.49,1.099304489377584
10000,5,0.1,25894096.79,0.9702106756872407
10000,5,0.3,25810661.39,0.996777821575448
10000,5,0.5,25816000.07,1.0002068401084083
10000,5,1,25852090.56,1.0013979892276936
