k,a,ref,res,ratio
5,1,2500,25015963.51,0.9692757309362017
5,1,5000,25022621.64,1.0002661552491208
5,1,7500,25676025.09,1.0261125096882533
5,1,10000,25852767.28,1.0068835495128425
