k,a,ref,res,ratio
5,0.3,2500,25055138.82,0.9649650150126715
5,0.3,5000,25118831.85,1.0025421144323958
5,0.3,7500,25667621.1,1.0218477217920465
5,0.3,10000,25812569.37,1.0056471252024208
