k,a,ref,res,ratio
3,0.5,2500,25445909.57,0.9727818516493849
3,0.5,5000,26073906.22,1.0246796699592295
3,0.5,7500,26369465.53,1.011335444237093
3,0.5,10000,26055383.82,0.988089189382975
