k,a,ref,res,ratio
5,0,2500,24047537.06,0.9153454971650116
5,0,5000,23953110.79,0.9960733496422357
5,0,7500,23617979.73,0.9860088711258368
5,0,10000,23396058.67,0.9906037238351039
