k,a,ref,res,ratio
4,1,2500,24964663.17,0.9518149809222308
4,1,5000,25124985.73,1.0064219796961915
4,1,7500,26054582.95,1.0369989153422694
4,1,10000,26271541.33,1.0083270716870176
