k,a,ref,res,ratio
1,0.5,2500,22079344.13,0.9406731481136568
1,0.5,5000,23359550.02,1.0579820615350861
1,0.5,7500,23470447.86,1.0047474304901016
1,0.5,10000,23387028.85,0.9964457853340682
