k,a,ref,res,ratio
1,0.1,2500,22485410.83,0.9329078651128445
1,0.1,5000,23899239.99,1.0628776218806584
1,0.1,7500,23781708.72,0.9950822172567338
1,0.1,10000,23666818.42,0.9951689636202055
