ref,k,a,res,ratio
2500,3,0,11374223.53,0.8260529950819845
2500,3,0.01,13390279.87,1.177247821328864
2500,3,0.1,12924481.87,0.9652137218547919
2500,3,0.3,12883130.78,0.9968005611044275
2500,3,0.5,12914027.09,1.0023981988949429
2500,3,1,13019782.51,1.0081891898834479
