ref,k,a,res,ratio
2500,1,0,15803796.68,0.6065851275727767
2500,1,0.01,16287676.05,1.0306179192125624
2500,1,0.1,16192973.99,0.9941856616186813
2500,1,0.3,16149046.86,0.9972872722436825
2500,1,0.5,16129485.18,0.9987886789747046
2500,1,1,16104760.78,0.9984671302447609
