ref,k,a,res,ratio
10000,3,0,20654509.39,0.9043918174968907
10000,3,0.01,27743135.0,1.3431999025564847
10000,3,0.1,25772074.09,0.9289532019362627
10000,3,0.3,25202972.4,0.9779178932975044
10000,3,0.5,25023800.34,0.9928908361618489
10000,3,1,24865681.79,0.9936812735135497
