ref,k,a,res,ratio
2500,1,0,22853439.93,0.8819947846687521
2500,1,0.01,23778430.32,1.0404748866180864
2500,1,0.1,23599990.4,0.9924957233257775
2500,1,0.3,23508863.83,0.9961387030903199
2500,1,0.5,23463023.43,0.9980500801599139
2500,1,1,23394904.41,0.9970967501181923
