ref,k,a,res,ratio
5000,4,0,22367547.3,0.8195774284203731
5000,4,0.01,28707963.9,1.2834649912643752
5000,4,0.1,26896932.34,0.936915360270465
5000,4,0.3,26636793.29,0.9903283003908542
5000,4,0.5,26620177.15,0.9993761959324796
5000,4,1,26680086.55,1.0022505259699221
