ref,k,a,res,ratio
7500,5,0,23896309.84,0.8956608815798612
7500,5,0.01,26649043.8,1.1151949392366935
7500,5,0.1,25856550.58,0.9702618515715749
7500,5,0.3,25804401.63,0.997983143581405
7500,5,0.5,25828149.9,1.0009203185696967
7500,5,1,25891723.77,1.002461417881116
