ref,k,a,res,ratio
7500,2,0,22484460.23,0.9138963654385986
7500,2,0.01,27936883.7,1.2424974144020178
7500,2,0.1,26505370.15,0.9487590110131002
7500,2,0.3,26158650.38,0.9869188859450808
7500,2,0.5,26074016.58,0.9967645960792875
7500,2,1,26012554.18,0.9976427720749728
