ref,k,a,res,ratio
7500,1,0,23857814.73,0.9214455917239226
7500,1,0.01,25207399.22,1.0565678166786567
7500,1,0.1,24883152.35,0.9871368375939897
7500,1,0.3,24741745.17,0.9943171517012394
7500,1,0.5,24681029.06,0.99754600536127
7500,1,1,24602855.51,0.9968326462478547
