ref,k,a,res,ratio
2500,1,0,23815469.3,0.9238514939466193
2500,1,0.01,25399671.54,1.0665198833600142
2500,1,0.1,25042533.28,0.9859392567562314
2500,1,0.3,24884919.26,0.9937061471282589
2500,1,0.5,24815867.06,0.9972251386762183
2500,1,1,24724896.23,0.9963341667740221
