ref,k,a,res,ratio
10000,3,0,21904367.25,0.8661873639827086
10000,3,0.01,32155279.59,1.4679848645251325
10000,3,0.1,28977111.09,0.9011618452545385
10000,3,0.3,28131563.55,0.9708201574210137
10000,3,0.5,27888801.35,0.9913704689905158
10000,3,1,27700188.36,0.993236963194189
