ref,a,k,res,ratio
2500,0,1,22853439.93,0.8819947846687521
2500,0,2,20838344.88,0.9118253069921977
2500,0,3,20654509.39,0.9911780186450202
2500,0,4,20951133.74,1.014361239204433
2500,0,5,22446387.32,1.0713686237010294
