ref,a,k,res,ratio
2500,1,1,23394904.41,0.903604164440051
2500,1,2,22838010.02,0.9761959108598897
2500,1,3,24865681.79,1.0887849584190699
2500,1,4,25959101.65,1.0439730496527038
2500,1,5,26031124.23,1.0027744634992022
