ref,a,k,res,ratio
2500,0.5,1,23463023.43,0.9079877579255445
2500,0.5,2,22965308.93,0.9787872819764729
2500,0.5,3,25023800.34,1.0896348233883741
2500,0.5,4,25891248.35,1.03466491892574
2500,0.5,5,25890655.81,0.9999771142745999
