ref,a,k,res,ratio
7500,0,1,22853439.93,0.8779275043243109
7500,0,2,20838344.88,0.9118253069921977
7500,0,3,20654509.39,0.9911780186450202
7500,0,4,20951133.74,1.014361239204433
7500,0,5,22446387.32,1.0713686237010294
