ref,a,k,res,ratio
2500,0,1,15803796.68,0.6065851275727767
2500,0,2,12907989.38,0.8167650876156426
2500,0,3,11374223.53,0.8811770133328076
2500,0,4,10845771.11,0.9535394729489723
2500,0,5,11090204.74,1.0225372292593036
