ref,a,k,res,ratio
5000,0.5,1,16129485.18,1.1920752203281406
5000,0.5,2,13740787.65,0.8519049118218663
5000,0.5,3,12914027.09,0.9398316471326882
5000,0.5,4,12875088.17,0.996984757757698
5000,0.5,5,13925074.52,1.0815517793848242
