ref,a,k,res,ratio
10000,0.1,1,16192973.99,1.23777402678741
10000,0.1,2,13781729.47,0.8510931641408757
10000,0.1,3,12924481.87,0.93779825660734
10000,0.1,4,12515296.75,0.968340307633547
10000,0.1,5,13033420.07,1.0413992037384172
