ref,a,k,res,ratio
7500,0.5,1,16129485.18,1.1920752203281406
7500,0.5,2,13740787.65,0.8519049118218663
7500,0.5,3,12914027.09,0.9398316471326882
7500,0.5,4,12875088.17,0.996984757757698
7500,0.5,5,13925074.52,1.0815517793848242
