k,a,ref,res,ratio
3,0.01,2500,31416841.96,1.4891721999201508
3,0.01,5000,31671855.54,1.0081170978395817
3,0.01,7500,29456307.76,0.9300467957363007
3,0.01,10000,29449031.11,0.9997529680209994
