k,a,ref,res,ratio
5,0.1,2500,25141525.91,0.9244281496356329
5,0.1,5000,25245177.88,1.0041227398198123
5,0.1,7500,25867739.01,1.0246605958951556
5,0.1,10000,25970742.59,1.0039819320876935
