k,a,ref,res,ratio
1,0,2500,20273710.85,1.3838224921423987
1,0,5000,20686735.41,1.0203724203751283
1,0,7500,20852848.1,1.0080299132128747
1,0,10000,21066852.83,1.0102626139591933
