k,a,ref,res,ratio
1,0.01,2500,22939937.14,1.0889114442064483
1,0.01,5000,23197025.7,1.0112070298375717
1,0.01,7500,23178088.02,0.9991836160271185
1,0.01,10000,23137838.2,0.9982634538290963
