k,a,ref,res,ratio
5,0,2500,23877401.13,0.9055941756371287
5,0,5000,23682249.52,0.9918269325485843
5,0,7500,23420140.38,0.9889322532566577
5,0,10000,23212254.29,0.9911236189609893
