k,a,ref,res,ratio
2,0.5,2500,23916748.8,1.0014415608947234
2,0.5,5000,24329554.8,1.0172601219108846
2,0.5,7500,23888374.24,0.9818664762414805
2,0.5,10000,23753655.97,0.9943605090640945
