k,a,ref,res,ratio
4,0.01,2500,28710874.8,1.3435947807917148
4,0.01,5000,28922608.89,1.0073747000561613
4,0.01,7500,28938912.14,1.0005636853183613
4,0.01,10000,29011270.65,1.002500388046722
