k,a,ref,res,ratio
2,1,2500,23476937.6,0.9883504934840565
2,1,5000,23893461.65,1.0177418391230038
2,1,7500,23685494.67,0.9912960715761336
2,1,10000,23603319.55,0.9965305719325304
