k,a,ref,res,ratio
5,0.01,2500,27133758.37,1.208825187910016
5,0.01,5000,27304044.98,1.0062758209783527
5,0.01,7500,27370975.51,1.0024513045612482
5,0.01,10000,27445730.88,1.0027311912932253
