k,a,ref,res,ratio
4,0.01,2500,28608555.63,1.3654896190834969
4,0.01,5000,28669172.36,1.0021188322396968
4,0.01,7500,28877379.32,1.0072623986973024
4,0.01,10000,28767500.2,0.9961949760474317
