k,a,ref,res,ratio
5,0.3,2500,25702435.41,0.9902438766727586
5,0.3,5000,25854468.68,1.0059151309039318
5,0.3,7500,25882610.51,1.0010884706372547
5,0.3,10000,25840682.57,0.9983800729843768
