k,a,ref,res,ratio
2,0.01,2500,24163984.97,1.1595923337074552
2,0.01,5000,24570196.51,1.016810618799189
2,0.01,7500,24950921.98,1.0154954181927298
2,0.01,10000,24229155.31,0.9710725451116174
