k,a,ref,res,ratio
3,1,2500,24681585.83,0.9863244389201355
3,1,5000,24896808.06,1.0087199514440601
3,1,7500,25099577.9,1.0081444111032762
3,1,10000,24865681.79,0.9906812731699365
