k,a,ref,res,ratio
3,0.3,2500,24937165.56,0.9676041389961718
3,0.3,5000,25114693.71,1.0071190187823416
3,0.3,7500,25353795.17,1.0095203812859879
3,0.3,10000,25202972.4,0.9940512744151824
