ref,a,k,res,ratio
10000,0.01,1,26036066.48,1.0608261963947105
10000,0.01,2,29608764.59,1.1372211164364794
10000,0.01,3,32545067.55,1.0991700599690573
10000,0.01,4,28853155.26,0.8865600053117727
10000,0.01,5,26317982.29,0.9121353298398325
