ref,a,k,res,ratio
2500,0,1,23221240.13,0.8931447954949938
2500,0,2,23672802.41,1.019446088041466
2500,0,3,22321480.34,0.9429166836018887
2500,0,4,23040649.64,1.032218709917337
2500,0,5,24543197.15,1.065212896922467
