ref,a,k,res,ratio
2500,0.5,1,24566458.57,0.9444985477531312
2500,0.5,2,26424298.8,1.0756250732968387
2500,0.5,3,27794215.68,1.0518430740724138
2500,0.5,4,27103373.27,0.975144381911913
2500,0.5,5,26008289.24,0.959596024484077
