ref,a,k,res,ratio
7500,1,1,24470411.43,0.9408697052001872
7500,1,2,26208829.75,1.0710416465604968
7500,1,3,27568413.27,1.051875018189242
7500,1,4,27052188.42,0.9812747710597565
7500,1,5,26053716.06,0.9630908840165471
