ref,k,a,res,ratio
10000,4,0,21240828.49,0.8295559805421705
10000,4,0.01,28777823.0,1.354835241645511
10000,4,0.1,26526053.3,0.9217532994069774
10000,4,0.3,26157198.13,0.9860946079754729
10000,4,0.5,26125748.06,0.9987976514210851
10000,4,1,26200151.94,1.0028479138598876
