ref,a,k,res,ratio
2500,0,1,20256942.45,0.7765619682595224
2500,0,2,20791659.47,1.026396728989078
2500,0,3,20757150.54,0.9983402512892349
2500,0,4,21240828.49,1.0233017508384847
2500,0,5,23094738.22,1.087280481120254
