ref,a,k,res,ratio
10000,0.5,1,20950663.02,0.8100400198065414
10000,0.5,2,22703848.18,1.0836816075141091
10000,0.5,3,25758128.53,1.1345269896884944
10000,0.5,4,26125748.06,1.014271981350347
10000,0.5,5,25894211.91,0.9911376260129181
