ref,a,k,res,ratio
10000,0.1,1,21108697.53,0.7729391368295917
10000,0.1,2,23002191.75,1.0897020868913838
10000,0.1,3,26612060.49,1.1569358598186625
10000,0.1,4,26526053.3,0.9967681123364229
10000,0.1,5,25988938.54,0.9797514257426301
