ref,a,k,res,ratio
2500,1,1,20889071.89,0.8067081540308596
2500,1,2,22634404.07,1.0835524042997584
2500,1,3,25605057.39,1.1312450423175644
2500,1,4,26200151.94,1.0232412894427807
2500,1,5,25999412.69,0.992338240997239
