ref,a,k,res,ratio
10000,0.3,1,20998889.11,0.807993334459592
10000,0.3,2,22775710.16,1.0846150022838041
10000,0.3,3,25950068.76,1.1393747364055848
10000,0.3,4,26157198.13,1.0079818428195948
10000,0.3,5,25863738.22,0.9887809119103079
