k,a,ref,res,ratio
1,0.01,2500,24787180.38,1.1228060509830422
1,0.01,5000,24561774.67,0.9909063593944768
1,0.01,7500,24513469.87,0.9980333342908239
1,0.01,10000,24244189.83,0.989015017399493
