k,a,ref,res,ratio
2,0.01,2500,30697369.07,1.351012090967451
2,0.01,5000,29908588.16,0.9743046087043706
2,0.01,7500,29803057.14,0.9964715479234444
2,0.01,10000,29771377.14,0.9989370218011131
