k,a,ref,res,ratio
2,0.3,2500,26991839.94,0.9643133001081536
2,0.3,5000,27105430.75,1.004208338899923
2,0.3,7500,27262722.47,1.00580295961539
2,0.3,10000,27341761.05,1.002899144796965
