k,a,ref,res,ratio
1,0.1,2500,23864599.77,0.9843430503282774
1,0.1,5000,23812023.71,0.9977969016657848
1,0.1,7500,23840068.85,1.0011777722188402
1,0.1,10000,23701133.54,0.9941721934246845
