k,a,ref,res,ratio
2,1,2500,26081986.03,0.9630582584419687
2,1,5000,26427308.72,1.0132398924530823
2,1,7500,26638767.38,1.0080015207844442
2,1,10000,26762376.95,1.0046402135743264
