k,a,ref,res,ratio
5,1,2500,25344480.7,0.9835508665476252
5,1,5000,25582879.89,1.0094063552858672
5,1,7500,25692039.03,1.0042668824021908
5,1,10000,25778460.56,1.0033637474199337
