k,a,ref,res,ratio
2,0.1,2500,14748432.71,1.0505610518812445
2,0.1,5000,14943474.32,1.0132245652019523
2,0.1,7500,14136490.7,0.945997590471986
2,0.1,10000,13781729.47,0.9749045758577128
