k,a,ref,res,ratio
5,0.01,2500,16675620.69,1.5036350618356573
5,0.01,5000,16322371.5,0.9788164292911846
5,0.01,7500,13732613.42,0.841336898869138
5,0.01,10000,13082334.61,0.9526471189341904
