k,a,ref,res,ratio
1,1,2500,16339865.62,1.013043221011224
1,1,5000,16583223.46,1.0148935031449788
1,1,7500,16251348.68,0.9799873178576826
1,1,10000,16104760.78,0.9909799547787439
