k,a,ref,res,ratio
1,0.5,2500,16377568.6,1.0141507880917748
1,0.5,5000,16629205.75,1.0153647440682985
1,0.5,7500,16278941.17,0.9789367823535409
1,0.5,10000,16129485.18,0.9908190595174932
