k,a,ref,res,ratio
3,0.01,2500,15396706.17,1.3536489879410696
3,0.01,5000,15446518.02,1.0032352276811685
3,0.01,7500,13779080.2,0.8920508934219985
3,0.01,10000,13390279.87,0.9717832885536147
