k,a,ref,res,ratio
5,1,2500,18602487.71,1.3358986110474331
5,1,5000,18072833.74,0.9715277882046238
5,1,7500,15566205.69,0.8613040939754698
5,1,10000,14650514.04,0.9411743832610244
